༄༅ དཀོན་ མཆོག་ གསུམ་ ལ་ ཕྱག་ འཚལ་ ལོ 83
བ་ དེ་ ཡང་ སེམས་ ཅན་ ཐམས་ ཅད་ དང་ 63
བ་ དེ་ དག་ འདི་ ལྟར་ ཡོངས་ སུ་ བསྔོ་ 44
བ་ དེ་ བཞིན་ དུ་ ཆོས་ སྟོན་ ཏོ །_། 41
བ་ དེ་ བཞིན་ ཉིད་ དང་ །_ གཞན་ མ་ 200
བ་ དེ་ བཞིན་ གཤེགས་ པ་ ཐམས་ ཅད་ ཀྱི་ 41
བ་ དེ་ བཞིན་ གཤེགས་ པ་ དགྲ་ བཅོམ་ པ་ 64
བ་ དེ་ མ་ ཡིན་ པ་ བྱང་ ཆུབ་ ཀྱི་ 46
བ་ དེ་ མ་ བཤགས་ ཤིང་ སོ་ སོར་ མ་ 87
བ་ དེ་ སྲིད་ དུ་ བཟླས་ པར་ བྱའོ །_། 48
བ་ དེ་ ལྟ་ དེ་ ལྟར་ ཕ་ རོལ་ ཏུ་ 43
བ་ དེ་ ལྟ་ བུ་ ཡང་ མཐོང་ ངམ །_ 113
བ་ དེ་ ལྟ་ བུ་ ཡང་ མྱེད་ ཅིང་ མྱི་ 63
བ་ དེ་ ལྟ་ བུ་ མཐོང་ ངམ །_ ཆོས་ 86
བ་ དེ་ ལྟ་ བུ་ ལས་ སླར་ ལོག་ པ་ 42
བ་ དེ་ ལས་ ཐར་ བར་ འགྱུར་ ཏེ །_ 68
བ་ དེ་ ལྟར་ ཆོས་ ཐམས་ ཅད་ ཀྱང་ ཡང་ 47
བ་ དེ་ ལྟར་ སྟོན་ ཏོ །_། བྱང་ ཆུབ་ 44
བ་ དེ་ ལྟར་ ཡང་ མྱི་ སྤྱོད་ ན །_ 77
བ་ དེ་ བཞིན །_ གཞན་ མ་ ཡིན་ པ་ 65
བ་ དེ་ ལོགས་ སུ་ ཐལ་ མོ་ སྦྱར་ བ་ 699
བ་ བཞིན་ དུ་ རབ་ ཏུ་ མཁྱེན་ ཏོ །_། 252
བ་ བཞིན་ དུ་ རབ་ ཏུ་ མཁྱེན་ ཅེ་ ན 59
བ་ བཞིན་ དུ་ རབ་ ཏུ་ ཤེས་ སོ །_། 406
བ་ བཞིན་ དུ་ རབ་ ཏུ་ ཤེས་ ཏེ །_ 68
བ་ བཞིན་ དུ་ རྟག་ ཅིང་ བརྟན་ ལ་ ཐེར་ 57
བ་ བཞིན་ དུ་ ལུས་ སོ་ སོར་ རིག་ པར་ 68
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན་ ཏེ །_ གལ་ 80
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན་ ཏོ །_། དེ་ 289
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན་ ཏོ །_། ཁྱིམ་ 53
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན་ ཅེ་ ན །_ 282
བ་ ཡོངས་ སུ་ དག་ པ་ འདི་ ལ་ གཉིས་ 165
བ་ ཡོངས་ སུ་ དག་ པ་ སྟེ །_ དེ་ 122
བ་ ཡོངས་ སུ་ ཟད་ པ །_ ཡང་ དག་ 43
བ་ ནས །_ བསླབ་ པ་ བཅའ་ བའི་ བར་ 162
བ་ ནས །_ དེ་ ནི་ ཙན་ དན་ གྱི་ 67
བ་ ནས །_ དེ་ ཡང་ འོངས་ ཏེ་ ཞེས་ 51
བ་ ནས །_ དེ་ བཞིན་ དུ་ སྦྱར་ ཏེ 61
བ་ ནས །_ དེ་ བཞིན་ དུ་ སྦྱར་ ཏེ་ 87
བ་ རྟག་ པར་ ཡང་ དག་ པར་ རྗེས་ སུ་ 51
བ་ འཛིན་ པ་ དང་ །_ མ་ མོ་ འཛིན་ 48
བ་ སྟེ །_ གང་ དང་ ཡང་ བྲལ་ བས་ 413
བ་ སྟེ །_ གང་ མ་ བྱུང་ བ་ དེ་ 145
བ་ སྟེ །_ དེ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ 115
བ་ སྟེ །_ དེ་ ཅིའི་ ཕྱིར་ ཞེ་ ན 435
བ་ མཐོང་ ངོ་ །_། དེ་ ནས་ ཡང་ དགེ་ 132
བ་ མཐོང་ ངོ་ །_། དེར་ སེམས་ ཅན་ དག་ 68
བ་ མ་ ཡིན་ པ །_ ཚུལ་ དང་ མཐུན་ 110
བ་ མ་ ཡིན་ ནོ །_། དེ་ ཅིའི་ ཕྱིར་ 106
བ་ མ་ ཡིན་ ཞེས་ བྱ་ བ་ ནི་ བྱང་ 54
བ་ མ་ ཡིན་ ཞེས་ བྱ་ བར་ མྱི་ སྤྲོ་ 52
བ་ མ་ ཡིན་ ནོ་ ཞེས་ རྣམ་ པར་ སྨད་ 95
བ་ མ་ ལགས་ སོ །_། བཅོམ་ ལྡན་ འདས་ 67
བ་ མ་ ལགས་ ཐ་ དད་ པ་ མ་ ལགས་ 256
བ་ མ་ མཆིས་ པའི་ སླད་ དུ །_ ཤེས་ 235
བ་ མ་ མཆིས་ པའི་ སླད་ དུ་ སྟོན་ པ་ 112
བ་ མ་ མཆིས་ པ་ ལ་ བྱང་ ཆུབ་ སེམས་ 48
བ་ མ་ མཆིས་ པ་ གང་ ལགས་ པ་ དེ་ 149
བ་ མང་ པོས་ རྣམ་ པར་ མྱི་ འཕེལ་ བ་ 47
བ་ ཤེས་ པ་ འདི་ ལྟར་ རབ་ ཏུ་ མཁྱེན་ 57
བ་ ཤེས་ པ་ ཡང་ དག་ པ་ ཇི་ ལྟ་ 87
བ་ ཤེས་ པ་ ཡང་ དག་ པར་ འགྲུབ་ པའི་ 50
བ་ ཤེས་ པ་ ཡང་ དག་ པར་ འགྲུབ་ པ་ 47
བ་ ཤེས་ པ་ དེ་ ལ་ ཡང་ ཞུ་ བ་ 60
བ་ ཤེས་ པ་ ཇི་ སྙེད་ པ་ ཉིད་ ཀྱང་ 52
བ་ ཤེས་ པ་ འགོག་ པར་ འགྱུར་ བའི་ ལམ་ 43
བ་ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ ཏུ་ ཕྱིན་ 85
བ་ ཐོབ་ པར་ གྱུར་ ནས་ དེས་ འདུ་ ཤེས་ 46
བ་ ཟད་ དོ །_། ཚངས་ པར་ སྤྱོད་ པ་ 43
བ་ བྱས་ པ །_ བྱེད་ པ་ བྱས་ པ 60
བ་ བྱས་ ཏེ །_ བཅོམ་ ལྡན་ འདས་ ཀྱི་ 74
བ་ བྱས་ ནས །_ བཅོམ་ ལྡན་ འདས་ ཀྱི་ 61
བ་ བྱས་ ཤིང་ མུན་ པ་ བསལ་ ཏེ །_ 45
བ་ བྱས་ ཤིང་ བསགས་ པ་ རྣམས་ ནི་ ཟིན་ 60
བ་ བྱས་ ཤིང་ བསགས་ པ་ དག་ ནི་ ཟིན་ 47
བ་ བྱས་ ནས་ ཀྱང་ །_། དང་ པོར་ བྱང་ 196
བ་ བྱས་ ནས་ ཕྱོགས་ གཅིག་ ཏུ་ འཁོད་ དོ 40
བ་ བྱས་ ཏེ་ ལས་ བྱའོ །_། དགེ་ འདུན་ 60
བ་ བྱས་ ཏེ་ གསོ་ སྦྱོང་ བྱེད་ ཅིང་ སོ་ 244
བ་ བྱས་ ཏེ་ གསོ་ སྦྱོང་ བྱ་ ཞིང་ སོ་ 340
བ་ ཇི་ ལྟ་ བ་ དེ་ ལྟ་ བུ་ ནི 58
བ་ ཇི་ ལྟར་ འདུག་ པ་ མཐོང་ ངོ་ །_། 91
བ་ ཇི་ སྙེད་ པ་ ཉིད་ ནི་ མིང་ ཙམ་ 45
བ་ ཡོད་ དེ །_ དེ་ ལ་ འཇིག་ རྟེན་ 81
བ་ ཡོད་ དེ །_ དེ་ ན་ དེ་ བཞིན་ 791
བ་ གཞན་ གྱིས་ གོ་ མི་ འབྱེད་ པ་ དང་ 42
བ་ ལྟ་ ཡང་ ག་ ལ་ མཆིས །_། བཅོམ་ 98
བ་ ལྟ་ བུ་ ཀུན་ ནས་ བཟང་ བ་ མཐོང་ 44
བ་ ལྟ་ ཅི་ སྨོས་ ཏེ །_ དེ་ ནི་ 45
བ་ ལྟ་ ཅི་ སྨོས་ ཏེ་ དེ་ ནི་ གནས་ 41
བ་ ལྟ་ ག་ ལ་ ཡོད །_ རབ་ འབྱོར་ 158
བ་ ལྟ་ ག་ ལ་ མཆིས །_། བཅོམ་ ལྡན་ 71
བ་ ལྟ་ མཆིས་ ལགས་ སམ །_ ཉེ་ བ་ 55
བ་ ཉུང་ ངམ །_ བསྐྱོད་ པ་ ཡང་ ངམ 63
བ་ གྱིས་ ཤིག _། ལོ་ བརྒྱ་ འཚོ་ བར་ 42
བ་ དྲིས་ ཤིག _། དེ་ ནས་ ཚོང་ དཔོན་ 40
བ་ ནས་ བསླབ་ པ་ བཅའ་ བའི་ བར་ དུ་ 55
བ་ བརྗོད་ པ་ དང་ །_ ཤེས་ རབ་ ཀྱི་ 41
བ་ ལས་ སྒྲོལ་ ཞིང་ །_ གཞན་ ཡང་ སྒྲོལ་ 43
བ་ ལས་ གྱུར་ པའི་ དགེ་ འདུན་ ལྷག་ མའི་ 101
བ་ ལས་ བྱུང་ བའི་ ངོ་ བོ་ ཉིད་ མྱེད་ 95
བ་ ལས་ ལག་ ནས་ དྲང་ བར་ བྱ །_ 41
བ་ བཞི་ དང་ །_ རྫུ་ འཕྲུལ་ གྱི་ རྐང་ 176
བ་ ཏེ་ ཨ་ པ་ རི་ མི་ ཏ་ ཨཱ་ 58
བ་ མཛད་ དོ་ ཞེས་ བྱ་ བ་ ལ་ སོགས་ 117
བ་ ལྟུང་ བ་ བར་ མ་ དང་ འདྲ་ བ་ 54
བ་ ལྟུང་ བ་ བར་ མ་ ལྟུང་ བ་ སྔ་ 70
བ་ ཕྱེད་ ཕྱེད་ ཅིང་ སོ་ སོར་ ཐར་ པའི་ 60
བ་ ཁྱོད་ འདུག་ ཅིག _། ཚུལ་ ཁྲིམས་ བརྟུལ་ 89
བ་ ཞིག་ ན །_ རབ་ འབྱོར་ གང་ གི་ 62
བ་ རྟོག་ པའི་ ཡོ་ བྱད་ ཅན་ དེ་ དག་ 40
བ་ བླ་ ན་ མེད་ པ་ ཡང་ དག་ པར་ 98
བ་ བླ་ ན་ མེད་ པ །_ ལྷ་ དང་ 156
བ་ བསྙེན་ བཀུར་ ཏོ །_། དེའི་ འོག་ ཏུ་ 161
བ་ འབྱིན་ པ་ མཐོང་ ཞིང་ དེ་ དེ་ ལ་ 59
བ་ འབྱིན་ པ་ མཐོང་ ངོ་ ཞེས་ ཟེར་ ན་ 54
བ་ ཕྱུང་ བ་ ལས་ གྱུར་ པའི་ དགེ་ འདུན་ 101
བ་ ཅན་ དུ་ སྐྱེ་ བར་ འགྱུར་ རོ །_། 66
བ་ ཅན་ གྱི་ འཇིག་ རྟེན་ གྱི་ ཁམས་ སུ་ 62
བ་ ལོ་ ཀི་ ཏེ་ ཤྭ་ རཱ་ ཡ །_ 599
བ་ དེའི་ ཚེ །_ བྱང་ ཆུབ་ སེམས་ དཔའ་ 224
བ་ སྤྱད་ ལགས །_ ལྟུང་ བ་ བར་ མ་ 44
བ་ དེར་ སོང་ ནས་ ཕྱིན་ པ་ དང་ །_ 51
བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ པ་ དང་ །_ 172
བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ ནས །_ བཅོམ་ 369
བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ ནས་ བཅོམ་ ལྡན་ 215
བ་ དེར་ དོང་ སྟེ་ ལྷགས་ ནས །_ བཅོམ་ 120
བ་ དེར་ དོང་ སྟེ་ ལྷགས་ ནས་ བཅོམ་ ལྡན་ 46
བ་ དེར་ དོང་ སྟེ་ ཕྱིན་ ནས །_ བཅོམ་ 51
བ་ བཅུའི་ ལས་ ཀྱི་ ལམ་ ཡང་ དག་ པར་ 68
བ་ འདུས་ པ་ རྣལ་ འབྱོར་ ཆེན་ པོ་ གཉིས་ 53
བ་ འམ །_ སྡུག་ བསྔལ་ བ་ འམ །_ 131
བ་ འམ །_ སྡུག་ བསྔལ་ ཞེས་ བྱ་ བ་ 62
བ་ འམ །_ སྡུག་ བསྔལ་ ཞེས་ བྱ་ བར་ 66
བ་ འམ །_ མི་ བརྩོན་ ཞེས་ བྱ་ བར་ 82
བ་ འམ །_ བདག་ ཡོད་ པ་ འམ །_ 94
བ་ འམ །_ བདག་ གམ་ བདག་ མྱེད་ པ་ 67
བ་ འམ །_ བདག་ མྱེད་ ཅེས་ བྱ་ བ་ 53
བ་ འམ །_ བདག་ མྱེད་ ཅེས་ བྱ་ བར་ 66
བ་ འམ །_ མ་ ཞི་ བར་ ཡང་ དག་ 107
བ་ འམ །_ མ་ ཞི་ ཞེས་ བྱ་ བ་ 55
བ་ འམ །_ སྐྱེ་ བ་ འམ །_ འགག་ 101
བ་ འམ །_ མངོན་ པར་ ཆགས་ པར་ བྱ་ 214
བ་ འམ །_ འགག་ པར་ འགྱུར་ རམ །_ 101
བ་ འམ །_ བྱོལ་ སོང་ གི་ སྐྱེ་ གནས་ 86
བ་ འམ །_ མྱི་ སྡུག་ ཅེས་ བྱ་ བར་ 67
བ་ འམ །_ མྱི་ རྟག་ ཅེས་ བྱ་ བ་ 80
བ་ འམ །_ མྱི་ རྟག་ ཅེས་ བྱ་ བར་ 66
བ་ འམ །_ མྱི་ སྟོང་ ཞེས་ བྱ་ བར་ 81
བ་ ལགས་ སོ །_། བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 72
བ་ མཆིས་ སམ །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 74
བ་ མཆིས་ སམ །_ ཨུ་ པཱ་ ལི་ ཡོད་ 180
བ་ དཔག་ ཏུ་ མེད་ པ་ ནས །_ དེའི་ 46
བ་ བཏང་ ངོ་ །_། དེའི་ ཡང་ འདབ་ ཆགས་ 332
བ་ བདེན་ ནོ་ སྙམ་ ནས་ བཀའ་ སྩལ་ པ 40
བ་ ཕྲན་ ཚེགས་ ཀྱི་ གཞི །_ བམ་ པོ་ 58
བ་ འམ་ སྡུག་ བསྔལ་ བ་ འམ །_ བདག་ 51
བ་ འམ་ སྡུག་ བསྔལ་ བར་ མངོན་ པར་ ཆགས་ 104
བ་ འམ་ སྡུག་ བསྔལ་ ཞེས་ བྱ་ བར་ ཆོས་ 99
བ་ འམ་ མེད་ ཅེས་ བྱ་ བར་ མི་ སྦྱོར་ 85
བ་ འམ་ མི་ བརྟན་ ཞེས་ བྱ་ བར་ མི་ 73
བ་ འམ་ མི་ སྟོང་ ཞེས་ བྱ་ བར་ མི་ 82
བ་ འམ་ བདག་ མྱེད་ ཅེས་ བྱ་ བར་ ཆོས་ 102
བ་ འམ་ མ་ ཞི་ བར་ མངོན་ པར་ ཆགས་ 76
བ་ འམ་ མ་ ཞི་ ཞེས་ བྱ་ བར་ ཆོས་ 101
བ་ འམ་ གྲོལ་ ཞེས་ བྱ་ བར་ ཆོས་ སྟོན་ 100
བ་ འམ་ འབྱེད་ པ་ ལྟ་ ག་ ལ་ ཡོད 97
བ་ འམ་ མཚན་ མ་ མེད་ ཅེས་ བྱ་ བར་ 90
བ་ འམ་ སྨོན་ པ་ མེད་ ཅེས་ བྱ་ བར་ 97
བ་ འམ་ འགག་ ཅེས་ བྱ་ བར་ མི་ སྦྱོར་ 77
བ་ འམ་ མྱི་ སྡུག་ ཅེས་ བྱ་ བར་ ཆོས་ 100
བ་ འམ་ མྱི་ རྟག་ ཅེས་ བྱ་ བ་ མྱི་ 59
བ་ འམ་ མྱི་ རྟག་ ཅེས་ བྱ་ བར་ ཆོས་ 98
བ་ སྔ་ མ་ དང་ འདྲ་ བ་ བྱུང་ བ་ 90
བ་ སྔ་ མ་ དེ་ ཉིད་ ཀྱིས་ ཉེས་ པ་ 48
བ་ བསྒྱུར་ ཏེ་ འདི་ སྐད་ ཅེས་ བདག་ གིས་ 64
བ་ དངོས་ པོ་ མྱེད་ པའི་ རང་ བཞིན་ ནི་ 97
བ་ ད་ ལྟར་ བཞུགས་ ཏེ་ འཚོ་ ཞིང་ གཞེས་ 91
བ་ མཉམ་ པར་ མིའི་ ནང་ དུ་ སྐྱེས་ ན 47
བ་ མེད །_ གར་ ཡང་ གནས་ པར་ འགྱུར་ 147
བ་ མེད །_ གང་ དུ་ ཡང་ འགྲོ་ བ་ 208
བ་ མེད །_ གང་ ན་ ཡང་ གནས་ པ་ 59
བ་ ཞུས་ པ་ ན །_ བསྐལ་ པར་ ལན་ 268
བ་ བན་ དེ་ ཡེ་ ཤེས་ སྡེ་ ལ་ སོགས་ 44
བ་ བན་ དེ་ ཡེ་ ཤེས་ སྡེས་ བསྒྱུར་ ཅིང་ 72
བ་ བི་ ཤུདྡྷེ་ མ་ ཧཱ་ ན་ ཡ་ པ་ 89
བ་ ཁྲག་ ཁྲིག་ བརྒྱ་ སྟོང་ དུ་ མ་ དང་ 46
བ་ ཁྲག་ ཁྲིག་ བརྒྱ་ སྟོང་ ཕྲག་ དུ་ མ་ 77
བ་ ཁྲག་ ཁྲིག་ བརྒྱ་ སྟོང་ ཕྲག་ མང་ པོ་ 52
བ་ ཁྲག་ ཁྲིག་ བརྒྱ་ སྟོང་ ཕྲག་ བརྒྱད་ ཅུ་ 52
བ་ ཁྲག་ ཁྲིག་ འབུམ་ ཕྲག་ དུ་ མ་ དག་ 46
བ་ དང །_ འདུ་ ཤེས་ དང །_ འདུ་ 228
བ་ གསང་ བ་ འདུས་ པ་ རྣལ་ འབྱོར་ ཆེན་ 56
བ་ སྙེད་ འདས་ པ་ ན །_ འཇིག་ རྟེན་ 67
བ་ རྡོ་ རྗེ་ ཞེས་ བྱ་ བའི་ ཏིང་ ངེ་ 92
བ་ རྡོ་ རྗེའི་ ཏིང་ ངེ་ འཛིན་ ལ་ སྙོམས་ 53
བ་ ཡེ་ ཤེས་ ཀྱི་ རྡོ་ རྗེས་ བཅོམ་ ནས་ 42
བ་ ཡེ་ ཤེས་ ཀྱི་ རྡོ་ རྗེས་ བཅོམ་ སྟེ་ 44
བ་ ལགས །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ བཀའ་ 222
བ་ ལགས །_ བཅོམ་ ལྡན་ འདས་ ཇི་ ལྟར་ 155
བ་ རྫུ་ འཕྲུལ་ ཅན །_། འདུས་ པ་ ལན་ 138
བ་ ཐེག་ པ་ ཆེན་ པོའི་ མདོ །_ བམ་ 113
