༄༅ དཀོན་ མཆོག་ གསུམ་ ལ་ ཕྱག་ འཚལ་ ལོ །_། 81
བ་ བཞིན་ དུ་ རབ་ ཏུ་ མཁྱེན་ ཏོ །_། རབ་ 133
བ་ བཞིན་ དུ་ རབ་ ཏུ་ མཁྱེན་ ཅེ་ ན །_ 59
བ་ བཞིན་ དུ་ རབ་ ཏུ་ ཤེས་ སོ །_། དེ་ 49
བ་ བཞིན་ དུ་ རྟག་ ཅིང་ བརྟན་ ལ་ ཐེར་ ཟུག་ 56
བ་ བཞིན་ དུ་ ལུས་ སོ་ སོར་ རིག་ པར་ བྱེད་ 60
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན་ ཏེ །_ གལ་ ཏེ་ 80
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན་ ཏོ །_། དེ་ བཞིན་ 261
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན་ ཏོ །_། ཁྱིམ་ བདག་ 53
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན་ ཅེ་ ན །_ ཁྱིམ་ 274
བ་ ཡོངས་ སུ་ དག་ པ་ འདི་ ལ་ གཉིས་ སུ་ 165
བ་ ཡོངས་ སུ་ དག་ པ་ སྟེ །_ དེ་ ལྟར་ 120
བ་ ཡོངས་ སུ་ ཟད་ པ །_ ཡང་ དག་ པའི་ 42
བ་ ནས །_ བསླབ་ པ་ བཅའ་ བའི་ བར་ དུ་ 162
བ་ ནས །_ དེ་ ནི་ ཙན་ དན་ གྱི་ ཁྱམས་ 67
བ་ ནས །_ དེ་ ཡང་ འོངས་ ཏེ་ ཞེས་ བྱ་ 51
བ་ ནས །_ དེ་ བཞིན་ དུ་ སྦྱར་ ཏེ །_ 60
བ་ ནས །_ དེ་ བཞིན་ དུ་ སྦྱར་ ཏེ་ དེ་ 78
བ་ འཛིན་ པ་ དང་ །_ མ་ མོ་ འཛིན་ པ་ 43
བ་ སྟེ །_ གང་ དང་ ཡང་ བྲལ་ བས་ མ་ 413
བ་ སྟེ །_ གང་ མ་ བྱུང་ བ་ དེ་ ནི་ 145
བ་ སྟེ །_ དེ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ 115
བ་ སྟེ །_ དེ་ ཅིའི་ ཕྱིར་ ཞེ་ ན །_ 434
བ་ མཐོང་ ངོ་ །_། དེ་ ནས་ ཡང་ དགེ་ སློང་ 132
བ་ མཐོང་ ངོ་ །_། དེར་ སེམས་ ཅན་ དག་ ལས་ 67
བ་ མ་ ཡིན་ པ །_ ཚུལ་ དང་ མཐུན་ པ་ 110
བ་ མ་ ཡིན་ ནོ །_། དེ་ ཅིའི་ ཕྱིར་ ཞེ་ 106
བ་ མ་ ཡིན་ ཞེས་ བྱ་ བ་ ནི་ བྱང་ ཆུབ་ 54
བ་ མ་ ཡིན་ ཞེས་ བྱ་ བར་ མྱི་ སྤྲོ་ བ་ 52
བ་ མ་ ཡིན་ ནོ་ ཞེས་ རྣམ་ པར་ སྨད་ པ་ 87
བ་ མ་ ལགས་ ཐ་ དད་ པ་ མ་ ལགས་ ཏེ 256
བ་ མ་ མཆིས་ པའི་ སླད་ དུ །_ ཤེས་ རབ་ 235
བ་ མ་ མཆིས་ པའི་ སླད་ དུ་ སྟོན་ པ་ ལགས 112
བ་ མ་ མཆིས་ པ་ ལ་ བྱང་ ཆུབ་ སེམས་ དཔའ་ 48
བ་ མ་ མཆིས་ པ་ གང་ ལགས་ པ་ དེ་ ཡང་ 117
བ་ མང་ པོས་ རྣམ་ པར་ མྱི་ འཕེལ་ བ་ དང་ 46
བ་ ཤེས་ པ་ འདི་ ལྟར་ རབ་ ཏུ་ མཁྱེན་ ཏེ 57
བ་ ཤེས་ པ་ ཡང་ དག་ པ་ ཇི་ ལྟ་ བ་ 87
བ་ ཤེས་ པ་ ཡང་ དག་ པར་ འགྲུབ་ པའི་ རྒྱུ་ 50
བ་ ཤེས་ པ་ དེ་ ལ་ ཡང་ ཞུ་ བ་ ཞུས་ 60
བ་ ཤེས་ པ་ ཇི་ སྙེད་ པ་ ཉིད་ ཀྱང་ མིང་ 52
བ་ ཤེས་ པ་ འགོག་ པར་ འགྱུར་ བའི་ ལམ་ ཤེས་ 40
བ་ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ ཏུ་ ཕྱིན་ པའི་ 46
བ་ ཐོབ་ པར་ གྱུར་ ནས་ དེས་ འདུ་ ཤེས་ བསྒྱུར་ 46
བ་ བྱས་ པ །_ བྱེད་ པ་ བྱས་ པ །_ 60
བ་ བྱས་ ཤིང་ མུན་ པ་ བསལ་ ཏེ །_ སེམས་ 45
བ་ བྱས་ ཤིང་ བསགས་ པ་ རྣམས་ ནི་ ཟིན་ པའི་ 60
བ་ བྱས་ ཤིང་ བསགས་ པ་ དག་ ནི་ ཟིན་ པའི་ 47
བ་ བྱས་ ནས་ ཀྱང་ །_། དང་ པོར་ བྱང་ ཆུབ་ 196
བ་ བྱས་ ནས་ ཕྱོགས་ གཅིག་ ཏུ་ འཁོད་ དོ །_། 40
བ་ བྱས་ ཏེ་ ལས་ བྱའོ །_། དགེ་ འདུན་ བཙུན་ 60
བ་ བྱས་ ཏེ་ གསོ་ སྦྱོང་ བྱེད་ ཅིང་ སོ་ སོར་ 244
བ་ བྱས་ ཏེ་ གསོ་ སྦྱོང་ བྱ་ ཞིང་ སོ་ སོར་ 340
བ་ ཇི་ ལྟ་ བ་ དེ་ ལྟ་ བུ་ ནི །_ 58
བ་ ཇི་ ལྟར་ འདུག་ པ་ མཐོང་ ངོ་ །_། དེར་ 66
བ་ ཇི་ སྙེད་ པ་ ཉིད་ ནི་ མིང་ ཙམ་ སྟེ 44
བ་ ཡོད་ དེ །_ དེ་ ལ་ འཇིག་ རྟེན་ གྱི་ 81
བ་ ཡོད་ དེ །_ དེ་ ན་ དེ་ བཞིན་ གཤེགས་ 791
བ་ ལྟ་ ཡང་ ག་ ལ་ མཆིས །_། བཅོམ་ ལྡན་ 98
བ་ ལྟ་ ཅི་ སྨོས་ ཏེ །_ དེ་ ནི་ གནས་ 43
བ་ ལྟ་ ག་ ལ་ ཡོད །_ རབ་ འབྱོར་ ཆོས་ 155
བ་ ལྟ་ ག་ ལ་ མཆིས །_། བཅོམ་ ལྡན་ འདས་ 67
བ་ ལྟ་ མཆིས་ ལགས་ སམ །_ ཉེ་ བ་ འཁོར་ 55
བ་ ཉུང་ ངམ །_ བསྐྱོད་ པ་ ཡང་ ངམ །_ 63
བ་ གྱིས་ ཤིག _། ལོ་ བརྒྱ་ འཚོ་ བར་ གྱུར་ 42
བ་ དྲིས་ ཤིག _། དེ་ ནས་ ཚོང་ དཔོན་ གྱི་ 40
བ་ ནས་ བསླབ་ པ་ བཅའ་ བའི་ བར་ དུ་ མཛད་ 55
བ་ བརྗོད་ པ་ དང་ །_ ཤེས་ རབ་ ཀྱི་ ཕ་ 41
བ་ ལས་ སྒྲོལ་ ཞིང་ །_ གཞན་ ཡང་ སྒྲོལ་ བ་ 43
བ་ ལས་ གྱུར་ པའི་ དགེ་ འདུན་ ལྷག་ མའི་ ལྟུང་ 101
བ་ ལས་ བྱུང་ བའི་ ངོ་ བོ་ ཉིད་ མྱེད་ དོ 94
བ་ ལས་ ལག་ ནས་ དྲང་ བར་ བྱ །_ སུ་ 41
བ་ བཞི་ དང་ །_ རྫུ་ འཕྲུལ་ གྱི་ རྐང་ པ་ 175
བ་ ཏེ་ ཨ་ པ་ རི་ མི་ ཏ་ ཨཱ་ ཡུར་ 58
བ་ མཛད་ དོ་ ཞེས་ བྱ་ བ་ ལ་ སོགས་ པ་ 117
བ་ ལྟུང་ བ་ བར་ མ་ དང་ འདྲ་ བ་ ཡང་ 54
བ་ ལྟུང་ བ་ བར་ མ་ ལྟུང་ བ་ སྔ་ མ་ 70
བ་ ཕྱེད་ ཕྱེད་ ཅིང་ སོ་ སོར་ ཐར་ པའི་ མདོ་ 60
བ་ ཁྱོད་ འདུག་ ཅིག _། ཚུལ་ ཁྲིམས་ བརྟུལ་ ཞུགས་ 89
བ་ ཞིག་ ན །_ རབ་ འབྱོར་ གང་ གི་ ཕྱིར་ 61
བ་ རྟོག་ པའི་ ཡོ་ བྱད་ ཅན་ དེ་ དག་ གིས་ 40
བ་ བླ་ ན་ མེད་ པ་ ཡང་ དག་ པར་ རྫོགས་ 98
བ་ བླ་ ན་ མེད་ པ །_ ལྷ་ དང་ མི་ 155
བ་ བསྙེན་ བཀུར་ ཏོ །_། དེའི་ འོག་ ཏུ་ དེ་ 146
བ་ འབྱིན་ པ་ མཐོང་ ངོ་ ཞེས་ ཟེར་ ན་ དགེ་ 54
བ་ ཕྱུང་ བ་ ལས་ གྱུར་ པའི་ དགེ་ འདུན་ ལྷག་ 101
བ་ ལོ་ ཀི་ ཏེ་ ཤྭ་ རཱ་ ཡ །_ བོ་ 558
བ་ དེའི་ ཚེ །_ བྱང་ ཆུབ་ སེམས་ དཔའ་ སེམས་ 222
བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ པ་ དང་ །_ བཅོམ་ 101
བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ ནས །_ བཅོམ་ ལྡན་ 369
བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ ནས་ བཅོམ་ ལྡན་ འདས་ 215
བ་ དེར་ དོང་ སྟེ་ ལྷགས་ ནས །_ བཅོམ་ ལྡན་ 120
བ་ དེར་ དོང་ སྟེ་ ལྷགས་ ནས་ བཅོམ་ ལྡན་ འདས་ 46
བ་ དེར་ དོང་ སྟེ་ ཕྱིན་ ནས །_ བཅོམ་ ལྡན་ 51
བ་ འདུས་ པ་ རྣལ་ འབྱོར་ ཆེན་ པོ་ གཉིས་ སུ་ 53
བ་ འམ །_ སྡུག་ བསྔལ་ བ་ འམ །_ བདག་ 120
བ་ འམ །_ སྡུག་ བསྔལ་ ཞེས་ བྱ་ བ་ ནི་ 49
བ་ འམ །_ སྡུག་ བསྔལ་ ཞེས་ བྱ་ བར་ མྱི་ 65
བ་ འམ །_ མི་ བརྩོན་ ཞེས་ བྱ་ བར་ ཡང་ 82
བ་ འམ །_ བདག་ ཡོད་ པ་ འམ །_ བདག་ 94
བ་ འམ །_ བདག་ གམ་ བདག་ མྱེད་ པ་ འམ 60
བ་ འམ །_ བདག་ མྱེད་ ཅེས་ བྱ་ བ་ ནི་ 51
བ་ འམ །_ བདག་ མྱེད་ ཅེས་ བྱ་ བར་ མྱི་ 66
བ་ འམ །_ མ་ ཞི་ བར་ ཡང་ དག་ པར་ 107
བ་ འམ །_ མ་ ཞི་ ཞེས་ བྱ་ བ་ ནི་ 51
བ་ འམ །_ སྐྱེ་ བ་ འམ །_ འགག་ པར་ 97
བ་ འམ །_ མངོན་ པར་ ཆགས་ པར་ བྱ་ བ་ 214
བ་ འམ །_ བྱོལ་ སོང་ གི་ སྐྱེ་ གནས་ སམ 54
བ་ འམ །_ མྱི་ སྡུག་ ཅེས་ བྱ་ བར་ མྱི་ 67
བ་ འམ །_ མྱི་ རྟག་ ཅེས་ བྱ་ བ་ ནི་ 45
བ་ འམ །_ མྱི་ རྟག་ ཅེས་ བྱ་ བར་ མྱི་ 66
བ་ འམ །_ མྱི་ སྟོང་ ཞེས་ བྱ་ བར་ མྱི་ 81
བ་ ལགས་ སོ །_། བཅོམ་ ལྡན་ འདས་ ཀྱིས་ བཀའ་ 66
བ་ མཆིས་ སམ །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ བཀའ་ 74
བ་ མཆིས་ སམ །_ ཨུ་ པཱ་ ལི་ ཡོད་ དེ 170
བ་ དཔག་ ཏུ་ མེད་ པ་ ནས །_ དེའི་ ཕ་ 45
བ་ བཏང་ ངོ་ །_། དེའི་ ཡང་ འདབ་ ཆགས་ ན་ 331
བ་ བདེན་ ནོ་ སྙམ་ ནས་ བཀའ་ སྩལ་ པ །_ 40
བ་ འམ་ སྡུག་ བསྔལ་ བ་ འམ །_ བདག་ གམ་ 49
བ་ འམ་ སྡུག་ བསྔལ་ བར་ མངོན་ པར་ ཆགས་ པ་ 103
བ་ འམ་ སྡུག་ བསྔལ་ ཞེས་ བྱ་ བར་ ཆོས་ སྟོན་ 99
བ་ འམ་ མེད་ ཅེས་ བྱ་ བར་ མི་ སྦྱོར་ མི་ 78
བ་ འམ་ མི་ བརྟན་ ཞེས་ བྱ་ བར་ མི་ སྦྱོར་ 73
བ་ འམ་ མི་ སྟོང་ ཞེས་ བྱ་ བར་ མི་ སྦྱོར་ 71
བ་ འམ་ བདག་ མྱེད་ ཅེས་ བྱ་ བར་ ཆོས་ སྟོན་ 102
བ་ འམ་ མ་ ཞི་ བར་ མངོན་ པར་ ཆགས་ པ་ 76
བ་ འམ་ མ་ ཞི་ ཞེས་ བྱ་ བར་ ཆོས་ སྟོན་ 101
བ་ འམ་ གྲོལ་ ཞེས་ བྱ་ བར་ ཆོས་ སྟོན་ པར་ 100
བ་ འམ་ འབྱེད་ པ་ ལྟ་ ག་ ལ་ ཡོད །_། 89
བ་ འམ་ མཚན་ མ་ མེད་ ཅེས་ བྱ་ བར་ མི་ 89
བ་ འམ་ སྨོན་ པ་ མེད་ ཅེས་ བྱ་ བར་ མི་ 93
བ་ འམ་ འགག་ ཅེས་ བྱ་ བར་ མི་ སྦྱོར་ རོ 77
བ་ འམ་ མྱི་ སྡུག་ ཅེས་ བྱ་ བར་ ཆོས་ སྟོན་ 100
བ་ འམ་ མྱི་ རྟག་ ཅེས་ བྱ་ བ་ མྱི་ དམྱིགས་ 57
བ་ འམ་ མྱི་ རྟག་ ཅེས་ བྱ་ བར་ ཆོས་ སྟོན་ 98
བ་ སྔ་ མ་ དང་ འདྲ་ བ་ བྱུང་ བ་ བཅབས་ 81
བ་ སྔ་ མ་ དེ་ ཉིད་ ཀྱིས་ ཉེས་ པ་ སྦོམ་ 48
བ་ ད་ ལྟར་ བཞུགས་ ཏེ་ འཚོ་ ཞིང་ གཞེས་ ཀྱིས 44
བ་ མཉམ་ པར་ མིའི་ ནང་ དུ་ སྐྱེས་ ན །_ 47
བ་ མེད །_ གར་ ཡང་ གནས་ པར་ འགྱུར་ བ་ 147
བ་ མེད །_ གང་ དུ་ ཡང་ འགྲོ་ བ་ མེད 197
བ་ མེད །_ གང་ ན་ ཡང་ གནས་ པ་ མེད་ 52
བ་ ཞུས་ པ་ ན །_ བསྐལ་ པར་ ལན་ གསུང་ 268
བ་ བན་ དེ་ ཡེ་ ཤེས་ སྡེ་ ལ་ སོགས་ པས་ 44
བ་ བན་ དེ་ ཡེ་ ཤེས་ སྡེས་ བསྒྱུར་ ཅིང་ ཞུས་ 72
བ་ བི་ ཤུདྡྷེ་ མ་ ཧཱ་ ན་ ཡ་ པ་ རི་ 89
བ་ དང །_ འདུ་ ཤེས་ དང །_ འདུ་ བྱེད་ 228
བ་ གསང་ བ་ འདུས་ པ་ རྣལ་ འབྱོར་ ཆེན་ པོ་ 53
བ་ སྙེད་ འདས་ པ་ ན །_ འཇིག་ རྟེན་ གྱི་ 67
བ་ རྡོ་ རྗེ་ ཞེས་ བྱ་ བའི་ ཏིང་ ངེ་ འཛིན་ 92
བ་ རྡོ་ རྗེའི་ ཏིང་ ངེ་ འཛིན་ ལ་ སྙོམས་ པར་ 52
བ་ ཡེ་ ཤེས་ ཀྱི་ རྡོ་ རྗེས་ བཅོམ་ ནས་ རྒྱུན་ 41
བ་ ཡེ་ ཤེས་ ཀྱི་ རྡོ་ རྗེས་ བཅོམ་ སྟེ་ རྒྱུན་ 44
བ་ ལགས །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ བཀའ་ སྩལ་ 222
བ་ ལགས །_ བཅོམ་ ལྡན་ འདས་ ཇི་ ལྟར་ ཆོས་ 46
བ་ ལགས །_ བཅོམ་ ལྡན་ འདས་ ཇི་ ལྟར་ ན་ 101
བ་ རྫུ་ འཕྲུལ་ ཅན །_། འདུས་ པ་ ལན་ གྲངས་ 137
བ་ ཐེག་ པ་ ཆེན་ པོའི་ མདོ །_ བམ་ པོ་ 113
བ་ ཐེག་ པ་ ཆེན་ པོའི་ མདོ །_ སངས་ རྒྱས་ 132
བ་ ཐེག་ པ་ ཆེན་ པོའི་ མདོ་ རྫོགས་ སོ །།_།། 132
བ་ བཏུད་ དེ་ བཅོམ་ ལྡན་ འདས་ ལ་ འདི་ སྐད་ 69
བ་ བཏུད་ ནས །_ བཅོམ་ ལྡན་ འདས་ ལ་ འདི་ 124
བ་ བཏུད་ ནས་ བཅོམ་ ལྡན་ འདས་ ལ་ འདི་ སྐད་ 140
བ་ བཏུད་ དེ །_ བཅོམ་ ལྡན་ འདས་ ལ་ འདི་ 145
བ་ བནྡེ་ ཡེ་ ཤེས་ སྡེས་ བསྒྱུར་ ཅིང་ ཞུས་ ཏེ་ 82
བ་ མྱེད་ པ་ དང་ །_ མངོན་ པར་ རྟོགས་ པར་ 103
བ་ མྱེད་ པ་ དང་ །_ འགག་ པ་ མྱེད་ པ་ 210
བ་ མྱེད་ པ་ གང་ ཡིན་ པ་ དེ་ ནི །_ 180
བ་ མྱེད་ པ་ ནི་ རྣམ་ པར་ དག་ པའོ །_། 208
བ་ མྱེད་ པ་ སྟེ །_ གང་ དང་ ཡང་ བྲལ་ 92
བ་ མྱེད་ པ་ སྟེ །_ དེ་ ནི་ མྱི་ འགྲོ་ 102
བ་ མྱེད་ པ་ སྟོང་ པ་ ཉིད་ དང་ །_ རང་ 81
བ་ མྱེད་ པ་ སྟོང་ པ་ ཉིད་ རྣམ་ པར་ དག་ 118
བ་ མྱེད་ པ་ སྟོང་ པ་ ཉིད་ ཡོངས་ སུ་ དག་ 42
བ་ མྱེད་ ཅིང་ འཇིག་ པ་ མྱེད་ པ་ དེ་ ལ་ 93
བ་ མྱེད་ ཅིང་ འཇིག་ པ་ མྱེད་ དོ །_། གང་ 91
བ་ མྱེད་ ཅིང་ རྣམ་ པར་ རྟོག་ པ་ མྱེད་ དོ 53
བ་ མྱེད་ ཅིང་ ཉིང་ གི་ མཚམས་ སྦྱོར་ བ་ མྱེད་ 105
