༄༅ རྒྱ་ གར་ སྐད་ དུ །_ 319
བ་ ཉིད་ ཀྱང་ སྟོང་ པ་ ཉིད་ 48
བ་ ཞེས་ བྱའོ །_། དེ་ ལ་ 78
བ་ ཞེས་ བྱའོ །_། བཙུན་ པ་ 45
བ་ ཞེས་ བྱའོ །_། རིགས་ ནི་ 47
བ་ ཞེས་ བྱ་ བ་ བཞུགས་ སོ 44
བ་ ཞེས་ བྱ་ བ་ དང་ །_ 197
བ་ ཞེས་ བྱ་ བ་ འཇིག་ རྟེན་ 40
བ་ ཞེས་ བྱ་ བ་ དེ་ ནི་ 117
བ་ ཞེས་ བྱ་ བ་ ཡོད་ དེ 160
བ་ ཞེས་ བྱ་ བའི་ ཆོས་ ཀྱི་ 60
བ་ ཞེས་ བྱ་ བའི་ ཆོས་ སྣང་ 90
བ་ ཞེས་ བྱ་ བའི་ འོད་ ཟེར་ 57
བ་ ཞེས་ བྱ་ བའི་ ཏིང་ ངེ་ 779
བ་ ཞེས་ བྱ་ བར་ རྣམ་ པར་ 83
བ་ ཞེས་ བྱ་ བར་ མི་ སྦྱོར་ 92
བ་ ཞེས་ བྱ་ བར་ མྱི་ སྤྲོ་ 48
བ་ ཞེས་ བྱ་ སྟེ །_ དགེ་ 51
བ་ ཞེས་ བགྱིའམ །_ ཨུ་ པཱ་ 140
བ་ ཡང་ དག་ པ་ ཇི་ ལྟ་ 68
བ་ ཡང་ དག་ པར་ འཛིན་ དུ་ 66
བ་ ཡང་ དག་ པར་ བསྟན་ པ་ 42
བ་ ཡང་ དག་ པར་ རྗེས་ སུ་ 437
བ་ ཡང་ དག་ བྱང་ ཆུབ་ ཀྱི་ 53
བ་ ཡང་ མི་ དམིགས་ སོ །_། 42
བ་ ཡང་ དེ་ དང་ འདྲ་ སྟེ 59
བ་ ཡང་ ཐོས་ པར་ འགྱུར་ རོ 48
བ་ ཡང་ མ་ ཡིན་ པའི་ ཚོར་ 55
བ་ ཡང་ མ་ ཡིན་ སྡུག་ བསྔལ་ 50
བ་ ཡང་ མ་ ཡིན་ ཏེ །_ 173
བ་ ཡང་ མ་ ཡིན་ ནོ །_། 702
བ་ ཡང་ མ་ ཡིན །_ སྡུག་ 49
བ་ ཡང་ བཟླས་ ཏེ་ བྱུང་ བ་ 53
བ་ ཡང་ སོས་ ལ་ སོགས་ པའི་ 40
བ་ ཡང་ མྱེད་ དོ །_། ཡོངས་ 43
བ་ ཡང་ མྱི་ དམྱིགས་ སོ །_། 92
བ་ ཡང་ མྱི་ དམྱིགས་ འབྱུང་ བ་ 86
བ་ དག་ ཏུ་ སྲེག་ པར་ བྱེད 88
བ་ དག་ ཀྱང་ ཡོད་ དོ །_། 56
བ་ དག་ གིས་ ཉེན་ པ་ ལ་ 139
བ་ དག་ ལྷགས་ ན །_ དེ་ 83
བ་ དག་ གོ _། ཀྱེ་ རྒྱལ་ 105
བ་ ན་ བཞུགས་ སོ །_། གང་ 43
བ་ ན་ བཞུགས་ སོ །_། དགེ་ 56
བ་ ན་ བཞུགས་ སོ །_། དེ་ 67
བ་ ན་ བཞུགས་ སོ །_། མཉན་ 88
བ་ ན་ བཞུགས་ སོ །_། བཅོམ་ 42
བ་ ན་ བཞུགས་ སོ །_། དེའི་ 175
བ་ ན་ དེ་ བཞིན་ གཤེགས་ པ་ 81
བ་ ན་ མཚན་ འཕོས་ ཏེ་ དགེ་ 66
བ་ རབ་ ཏུ་ གནས་ སོ །_། 72
བ་ རབ་ ཏུ་ སྤང་ བ་ དང་ 56
བ་ རབ་ སྤངས་ ནས །_། སྡུག་ 50
བ་ མི་ ཤེས་ ནས །_ བཅོམ་ 60
བ་ ཤིན་ ཏུ་ རྒྱས་ པ་ ཆེན་ 109
བ་ ཤིན་ ཏུ་ རྣམ་ པར་ དག་ 45
བ་ དེ་ དང་ དེ་ དག་ ཏུ་ 57
བ་ དེ་ ལ་ ཇི་ སྐད་ དུ་ 46
བ་ དེ་ ནི་ གཉིས་ སུ་ མྱེད་ 206
བ་ དེ་ ནི་ དེ་ བཞིན་ གཤེགས་ 64
བ་ དེ་ ནི་ བྱང་ ཆུབ་ སེམས་ 74
བ་ དེ་ ན །_ དེ་ བཞིན་ 124
བ་ དེ་ ཡང་ སེམས་ ཅན་ ཐམས་ 69
བ་ དེ་ དག་ ཐམས་ ཅད་ ལ་ 40
བ་ དེ་ དག་ ཐམས་ ཅད་ ནི་ 107
བ་ དེ་ དག་ ཐམས་ ཅད་ ཀྱང་ 143
བ་ དེ་ དག་ འདི་ ལྟར་ ཡོངས་ 46
བ་ དེ་ དག་ ཡོངས་ སུ་ བསྔོའོ 45
བ་ དེ་ དག་ སེམས་ ཅན་ ཐམས་ 73
བ་ དེ་ བཞིན་ དུ་ ཆོས་ སྟོན་ 45
བ་ དེ་ བཞིན་ དུ་ དེ་ བཞིན་ 40
བ་ དེ་ བཞིན་ ཉིད་ དང་ །_ 207
བ་ དེ་ བཞིན་ གཤེགས་ པ་ ཐམས་ 48
བ་ དེ་ བཞིན་ གཤེགས་ པ་ དགྲ་ 64
བ་ དེ་ མ་ ཡིན་ པ་ བྱང་ 46
བ་ དེ་ མ་ བཤགས་ ཤིང་ སོ་ 88
བ་ དེ་ སྲིད་ དུ་ བཟླས་ པར་ 48
བ་ དེ་ གཞན་ ཞིག་ ཡིན་ པ་ 43
བ་ དེ་ ལྟ་ དེ་ ལྟར་ ཕ་ 52
བ་ དེ་ ལྟ་ བུ་ ནི །_ 62
བ་ དེ་ ལྟ་ བུ་ ཡང་ མཐོང་ 114
བ་ དེ་ ལྟ་ བུ་ ཡང་ མྱེད་ 64
བ་ དེ་ ལྟ་ བུ་ མཐོང་ ངམ 87
བ་ དེ་ ལྟ་ བུ་ ལས་ སླར་ 42
བ་ དེ་ ལྟ་ བུའི་ ཆོས་ བསྟན་ 53
བ་ དེ་ ལྟ་ བུའི་ རྫུ་ འཕྲུལ་ 45
བ་ དེ་ ལས་ ཐར་ བར་ འགྱུར་ 74
བ་ དེ་ ལྟར་ ཆོས་ ཐམས་ ཅད་ 47
བ་ དེ་ ལྟར་ སྟོན་ ཏོ །_། 49
བ་ དེ་ ལྟར་ ཡང་ མྱི་ སྤྱོད་ 103
བ་ དེ་ ལྟར་ སྤྱོད་ དོ །_། 139
བ་ དེ་ བཞིན །_ གཞན་ མ་ 65
བ་ དེ་ ལོགས་ སུ་ ཐལ་ མོ་ 784
བ་ བཞིན་ དུ་ རབ་ ཏུ་ མཁྱེན་ 393
བ་ བཞིན་ དུ་ རབ་ ཏུ་ ཤེས་ 598
བ་ བཞིན་ དུ་ རྟག་ ཅིང་ བརྟན་ 74
བ་ བཞིན་ དུ་ ལུས་ སོ་ སོར་ 75
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན་ ཏེ 199
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན་ ཏོ 499
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན་ ཅེ་ 283
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན །_ 56
བ་ ཕུན་ སུམ་ ཚོགས་ པ་ དང་ 50
བ་ ཡོངས་ སུ་ དག་ པ་ དང་ 165
བ་ ཡོངས་ སུ་ དག་ པ་ འདི་ 166
བ་ ཡོངས་ སུ་ དག་ པ་ སྟེ 126
བ་ ཡོངས་ སུ་ དག་ པ །_ 171
བ་ ཡོངས་ སུ་ དག་ པས །_ 276
བ་ ཡོངས་ སུ་ གཟུང་ བ་ དང་ 43
བ་ ཡོངས་ སུ་ ཟད་ པ །_ 50
བ་ ནས །_ བསླབ་ པ་ བཅའ་ 163
བ་ ནས །_ དེ་ ནི་ ཙན་ 67
བ་ ནས །_ དེ་ ཡང་ འོངས་ 51
བ་ ནས །_ དེ་ བཞིན་ དུ་ 163
བ་ ནས །_ བཅོམ་ ལྡན་ འདས་ 52
བ་ རྟག་ པར་ ཡང་ དག་ པར་ 51
བ་ བྱེ་ བ་ བརྒྱ་ སྟོང་ ཕྲག་ 44
བ་ བྱེ་ བ་ ཁྲག་ ཁྲིག་ བརྒྱ་ 44
བ་ འཛིན་ པ་ དང་ །_ མ་ 56
བ་ སྟེ །_ གང་ དང་ ཡང་ 413
བ་ སྟེ །_ གང་ མ་ བྱུང་ 145
བ་ སྟེ །_ དེ་ བྱང་ ཆུབ་ 115
བ་ སྟེ །_ དེ་ ཅིའི་ ཕྱིར་ 436
བ་ སྟེ །_ བྱང་ ཆུབ་ སེམས་ 41
བ་ སྟེ །_ རིགས་ ཀྱི་ བུ་ 81
བ་ མཐོང་ ངོ་ །_། དེ་ ནས་ 199
བ་ མཐོང་ ངོ་ །_། མཐོང་ ནས་ 94
བ་ མཐོང་ ངོ་ །_། དེར་ སེམས་ 72
བ་ མ་ ཡིན་ པའི་ ཕྱིར་ རོ 47
བ་ མ་ ཡིན་ པ་ དང་ །_ 199
བ་ མ་ ཡིན་ པ་ རྣམས་ དང་ 42
བ་ མ་ ཡིན་ པ །_ ཚུལ་ 110
བ་ མ་ ཡིན་ ཏེ །_ དེ་ 77
བ་ མ་ ཡིན་ ནོ །_། གང་ 65
བ་ མ་ ཡིན་ ནོ །_། དེ་ 234
བ་ མ་ ཡིན་ ཞེས་ བྱ་ བ་ 57
བ་ མ་ ཡིན་ ཞེས་ བྱ་ བར་ 59
བ་ མ་ ཡིན་ ནོ་ ཞེས་ རྣམ་ 95
བ་ མ་ ལགས་ སོ །_། བཅོམ་ 67
བ་ མ་ ལགས་ ཐ་ དད་ པ་ 256
བ་ མ་ མཆིས་ པའི་ སླད་ དུ 288
བ་ མ་ མཆིས་ པའི་ སླད་ དུ་ 139
བ་ མ་ མཆིས་ པ་ དང་ །_ 137
བ་ མ་ མཆིས་ པ་ ལ་ བྱང་ 48
བ་ མ་ མཆིས་ པ་ གང་ ལགས་ 153
བ་ མ་ མཆིས་ པ་ སྟེ །_ 120
བ་ མ་ མཆིས་ པར་ བལྟའོ །_། 213
བ་ མང་ པོས་ རྣམ་ པར་ མྱི་ 47
བ་ སྐྱེ་ བར་ འགྱུར་ རོ །_། 41
བ་ ཤེས་ པ་ འདི་ ལྟར་ རབ་ 57
བ་ ཤེས་ པ་ ཀུན་ འབྱུང་ བ་ 43
བ་ ཤེས་ པ་ ཡང་ དག་ པ་ 87
བ་ ཤེས་ པ་ ཡང་ དག་ པར་ 106
བ་ ཤེས་ པ་ དེ་ ལ་ ཡང་ 60
བ་ ཤེས་ པ་ ཇི་ སྙེད་ པ་ 60
བ་ ཤེས་ པ་ འགོག་ པར་ འགྱུར་ 44
བ་ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ 89
བ་ ཐོབ་ པར་ གྱུར་ ནས་ དེས་ 47
བ་ ཐོབ་ པར་ གྱུར་ ཏོ །_། 57
བ་ ཐོབ་ པར་ འགྱུར་ རོ །_། 73
བ་ ཟད་ དོ །_། ཚངས་ པར་ 50
བ་ བྱས་ པ །_ བྱེད་ པ་ 61
བ་ བྱས་ ཏེ །_ བཅོམ་ ལྡན་ 94
བ་ བྱས་ པར་ འགྱུར་ རོ །_། 69
བ་ བྱས་ ནས །_ བཅོམ་ ལྡན་ 86
བ་ བྱས་ ཤིང་ མུན་ པ་ བསལ་ 48
བ་ བྱས་ ཤིང་ བསགས་ པ་ རྣམས་ 67
བ་ བྱས་ ཤིང་ བསགས་ པ་ དག་ 47
བ་ བྱས་ ནས་ ཀྱང་ །_། དང་ 217
བ་ བྱས་ ནས་ བཅོམ་ ལྡན་ འདས་ 78
བ་ བྱས་ ནས་ ཕྱོགས་ གཅིག་ ཏུ་ 83
བ་ བྱས་ ཏེ་ ལས་ བྱའོ །_། 77
བ་ བྱས་ ཏེ་ གསོ་ སྦྱོང་ བྱེད་ 250
བ་ བྱས་ ཏེ་ གསོ་ སྦྱོང་ བྱ་ 359
བ་ ཇི་ ལྟ་ བ་ དེ་ ལྟ་ 94
བ་ ཇི་ ལྟ་ བ་ བཞིན་ དུ་ 109
བ་ ཇི་ ལྟར་ འདུག་ པ་ མཐོང་ 92
བ་ ཇི་ སྙེད་ པ་ ཉིད་ ནི་ 45
བ་ མངོན་ པར་ འདུ་ བྱ་ བ་ 66
བ་ མངོན་ པར་ རྟོགས་ པ་ ལས་ 67
བ་ ཡོད་ དེ །_ དེ་ ལ་ 92
བ་ ཡོད་ དེ །_ དེ་ ན་ 847
བ་ གཞན་ དུ་ གནས་ པ་ རྣམས་ 69
བ་ གཞན་ གྱིས་ གོ་ མི་ འབྱེད་ 43
བ་ ལྟ་ ཡང་ ག་ ལ་ མཆིས 220
བ་ ལྟ་ བུ་ ཀུན་ ནས་ བཟང་ 44
བ་ ལྟ་ ཅི་ སྨོས་ ཏེ །_ 87
བ་ ལྟ་ ཅི་ སྨོས་ ཏེ་ དེ་ 41
བ་ ལྟ་ ག་ ལ་ ཡོད །_ 534
བ་ ལྟ་ ག་ ལ་ མཆིས །_། 73
བ་ ལྟ་ ག་ ལ་ མཆིས །_ 182
བ་ ལྟ་ ག་ ལ་ མཆིས ། 65
བ་ ལྟ་ མཆིས་ ལགས་ སམ །_ 74
བ་ ལྟ་ སྨོས་ ཀྱང་ ཅི་ དགོས 51
བ་ ཉུང་ ངམ །_ བསྐྱོད་ པ་ 63
བ་ གྱིས་ ཤིག _། ལོ་ བརྒྱ་ 42
བ་ དྲིས་ ཤིག _། དེ་ ནས་ 41
བ་ ནས་ བསླབ་ པ་ བཅའ་ བའི་ 55
བ་ བརྗོད་ པ་ དང་ །_ ཤེས་ 42
བ་ ལས་ སྒྲོལ་ ཞིང་ །_ གཞན་ 43
བ་ ལས་ གྱུར་ པའི་ དགེ་ འདུན་ 101
བ་ ལས་ བྱུང་ བའི་ ངོ་ བོ་ 129
བ་ ལས་ ཡང་ དག་ པར་ འདས་ 67
བ་ ལས་ ཡོངས་ སུ་ ཐར་ བར་ 64
བ་ ལས་ ལག་ ནས་ དྲང་ བར་ 44
བ་ ལས་ འགྲེལ་ པ་ དང་ །_ 66
བ་ ཁ་ ན་ མ་ ཐོ་ བ་ 93
བ་ སེམས་ ཅན་ དམྱལ་ བ་ རྣམས་ 48
བ་ བརྒྱ་ སྟོང་ ཕྲག་ དུ་ མ་ 40
བ་ བཞི་ དང་ །_ རྫུ་ འཕྲུལ་ 177
བ་ ཏེ་ ཨ་ པ་ རི་ མི་ 59
བ་ མཛད་ དོ་ ཞེས་ བྱ་ བ་ 120
བ་ གསོལ་ ཏེ །_ དགེ་ འདུན་ 41
བ་ ལྟུང་ བ་ བར་ མ་ དང་ 54
བ་ ལྟུང་ བ་ བར་ མ་ ལྟུང་ 70
བ་ དྲན་ པར་ འགྱུར་ རོ །_། 61
བ་ ཟླ་ བ་ ཕྱེད་ བཅབས་ པ་ 51
བ་ ཕྱེད་ ཕྱེད་ ཅིང་ སོ་ སོར་ 61
བ་ ཉམས་ སུ་ མྱོང་ བར་ བྱེད་ 42
བ་ སྐྱེས་ ནས་ བཅོམ་ ལྡན་ འདས་ 58
བ་ ཁྱོད་ ཀྱིས་ མ་ གསན་ ཏམ 44
བ་ ཁྱོད་ འདུག་ ཅིག _། ཚུལ་ 89
བ་ གཙང་ མ་ བཟང་ པོ་ མང་ 55
བ་ འདིས་ སེམས་ ཅན་ ཐམས་ ཅད་ 49
བ་ ཞིག་ ན །_ རབ་ འབྱོར་ 64
བ་ ཞིག་ ཡོད་ དེ །_ དེ་ 71
བ་ རྟོག་ པའི་ ཡོ་ བྱད་ ཅན་ 40
བ་ བླ་ ན་ མེད་ པ་ ཡང་ 98
བ་ བླ་ ན་ མེད་ པ །_ 171
བ་ བསྙེན་ བཀུར་ ཏོ །_། དེའི་ 161
བ་ རྗེས་ སུ་ དྲན་ པ་ དང་ 82
བ་ འབྱིན་ པ་ མཐོང་ ཞིང་ དེ་ 59
བ་ འབྱིན་ པ་ མཐོང་ ངོ་ ཞེས་ 54
བ་ ཕྱུང་ བ་ ལས་ གྱུར་ པའི་ 101
བ་ ཅན་ དུ་ འགྱུར་ རོ །_། 44
བ་ ཅན་ དུ་ སྐྱེ་ བར་ འགྱུར་ 88
བ་ ཅན་ གྱི་ འཇིག་ རྟེན་ གྱི་ 80
བ་ ཅན་ བསམ་ གཏན་ དང་ པོ་ 75
བ་ ཅན་ བསམ་ གཏན་ གཉིས་ པ་ 42
བ་ ལོ་ ཀི་ ཏེ་ ཤྭ་ ར་ 49
བ་ ལོ་ ཀི་ ཏེ་ ཤྭ་ རཱ་ 616
བ་ དེའི་ ཚེ །_ བྱང་ ཆུབ་ 225
བ་ ཉེ་ བར་ བཟུང་ སྟེ །_ 45
བ་ སྤྱད་ ལགས །_ ལྟུང་ བ་ 45
བ་ དེར་ གཤེགས་ ཏེ་ བྱོན་ ནས་ 71
བ་ དེར་ སོང་ བ་ དང་ །_ 60
བ་ དེར་ སོང་ ནས་ ཕྱིན་ པ་ 78
བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ པ་ 225
བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ ནས 554
བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ ནས་ 505
བ་ དེར་ དོང་ ངོ་ །_། དེ་ 47
བ་ དེར་ དོང་ སྟེ་ ལྷགས་ ནས 145
བ་ དེར་ དོང་ སྟེ་ ལྷགས་ ནས་ 82
བ་ དེར་ དོང་ སྟེ་ ཕྱིན་ པ་ 47
བ་ དེར་ དོང་ སྟེ་ ཕྱིན་ ནས 87
བ་ དེར་ དོང་ སྟེ་ ཕྱིན་ ནས་ 79
བ་ དེར་ འདོང་ བར་ བྱེད་ དོ 85
བ་ བཅུའི་ ལས་ ཀྱི་ ལམ་ དང་ 78
བ་ བཅུའི་ ལས་ ཀྱི་ ལམ་ ལ་ 178
བ་ བཅུའི་ ལས་ ཀྱི་ ལམ་ རྣམས་ 111
བ་ བཅུའི་ ལས་ ཀྱི་ ལམ་ ཡང་ 70
བ་ འདུས་ པ་ རྣལ་ འབྱོར་ ཆེན་ 56
བ་ འམ །_ སྡུག་ བསྔལ་ བ་ 138
བ་ འམ །_ སྡུག་ བསྔལ་ ཞེས་ 129
བ་ འམ །_ དབྱེ་ བར་ བྱ་ 41
བ་ འམ །_ མི་ བརྩོན་ ཞེས་ 83
བ་ འམ །_ བདག་ ཡོད་ པ་ 94
བ་ འམ །_ བདག་ གམ་ བདག་ 68
བ་ འམ །_ བདག་ མྱེད་ ཅེས་ 119
བ་ འམ །_ མ་ ཞི་ བར་ 108
བ་ འམ །_ མ་ ཞི་ ཞེས་ 63
བ་ འམ །_ སྐྱེ་ བ་ འམ 101
