༄༅ རྒྱ་ གར་ སྐད་ དུ །_ ཨཱརྱ་ 185
བ་ དག་ ཏུ་ སྲེག་ པར་ བྱེད །_ 88
བ་ དག་ གིས་ ཉེན་ པ་ ལ་ ལྟུང་ 133
བ་ དག་ ལྷགས་ ན །_ དེ་ དག་ 83
བ་ དག་ གོ _། ཀྱེ་ རྒྱལ་ བའི་ 105
བ་ ན་ བཞུགས་ སོ །_། གང་ གི་ 43
བ་ ན་ བཞུགས་ སོ །_། དགེ་ སློང་ 55
བ་ ན་ བཞུགས་ སོ །_། དེ་ ནས་ 64
བ་ ན་ བཞུགས་ སོ །_། མཉན་ ཡོད་ 81
བ་ ན་ བཞུགས་ སོ །_། བཅོམ་ ལྡན་ 42
བ་ ན་ བཞུགས་ སོ །_། དེའི་ ཚེ་ 174
བ་ ན་ མཚན་ འཕོས་ ཏེ་ དགེ་ སློང་ 66
བ་ རབ་ ཏུ་ གནས་ སོ །_། དེ་ 71
བ་ རབ་ ཏུ་ སྤང་ བ་ དང་ །_ 56
བ་ རབ་ སྤངས་ ནས །_། སྡུག་ བསྔལ་ 50
བ་ མི་ ཤེས་ ནས །_ བཅོམ་ ལྡན་ 60
བ་ ཤིན་ ཏུ་ རྒྱས་ པ་ ཆེན་ པོའི་ 108
བ་ དེ་ ལ་ ཇི་ སྐད་ དུ་ བསྟན་ 46
བ་ དེ་ ནི་ གཉིས་ སུ་ མྱེད་ པའི་ 206
བ་ དེ་ ན །_ དེ་ བཞིན་ གཤེགས་ 124
བ་ དེ་ ཡང་ སེམས་ ཅན་ ཐམས་ ཅད་ 69
བ་ དེ་ དག་ འདི་ ལྟར་ ཡོངས་ སུ་ 46
བ་ དེ་ དག་ ཡོངས་ སུ་ བསྔོའོ །_། 44
བ་ དེ་ དག་ སེམས་ ཅན་ ཐམས་ ཅད་ 73
བ་ དེ་ བཞིན་ དུ་ ཆོས་ སྟོན་ ཏོ 41
བ་ དེ་ བཞིན་ དུ་ དེ་ བཞིན་ གཤེགས་ 40
བ་ དེ་ བཞིན་ ཉིད་ དང་ །_ གཞན་ 200
བ་ དེ་ བཞིན་ གཤེགས་ པ་ ཐམས་ ཅད་ 48
བ་ དེ་ བཞིན་ གཤེགས་ པ་ དགྲ་ བཅོམ་ 64
བ་ དེ་ མ་ ཡིན་ པ་ བྱང་ ཆུབ་ 46
བ་ དེ་ མ་ བཤགས་ ཤིང་ སོ་ སོར་ 87
བ་ དེ་ སྲིད་ དུ་ བཟླས་ པར་ བྱའོ 48
བ་ དེ་ ལྟ་ དེ་ ལྟར་ ཕ་ རོལ་ 52
བ་ དེ་ ལྟ་ བུ་ ཡང་ མཐོང་ ངམ 113
བ་ དེ་ ལྟ་ བུ་ ཡང་ མྱེད་ ཅིང་ 64
བ་ དེ་ ལྟ་ བུ་ མཐོང་ ངམ །_ 87
བ་ དེ་ ལྟ་ བུ་ ལས་ སླར་ ལོག་ 42
བ་ དེ་ ལས་ ཐར་ བར་ འགྱུར་ ཏེ 69
བ་ དེ་ ལྟར་ ཆོས་ ཐམས་ ཅད་ ཀྱང་ 47
བ་ དེ་ ལྟར་ སྟོན་ ཏོ །_། བྱང་ 44
བ་ དེ་ ལྟར་ ཡང་ མྱི་ སྤྱོད་ ན 77
བ་ དེ་ བཞིན །_ གཞན་ མ་ ཡིན་ 65
བ་ དེ་ ལོགས་ སུ་ ཐལ་ མོ་ སྦྱར་ 784
བ་ བཞིན་ དུ་ རབ་ ཏུ་ མཁྱེན་ ཏོ 256
བ་ བཞིན་ དུ་ རབ་ ཏུ་ མཁྱེན་ ཅེ་ 59
བ་ བཞིན་ དུ་ རབ་ ཏུ་ ཤེས་ སོ 409
བ་ བཞིན་ དུ་ རབ་ ཏུ་ ཤེས་ པ་ 64
བ་ བཞིན་ དུ་ རབ་ ཏུ་ ཤེས་ ཏེ 69
བ་ བཞིན་ དུ་ རྟག་ ཅིང་ བརྟན་ ལ་ 58
བ་ བཞིན་ དུ་ ལུས་ སོ་ སོར་ རིག་ 69
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན་ ཏེ །_ 199
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན་ ཏོ །_། 495
བ་ བཞིན་ རབ་ ཏུ་ མཁྱེན་ ཅེ་ ན 283
བ་ ཕུན་ སུམ་ ཚོགས་ པ་ དང་ །_ 45
བ་ ཡོངས་ སུ་ དག་ པ་ དང་ །_ 159
བ་ ཡོངས་ སུ་ དག་ པ་ འདི་ ལ་ 165
བ་ ཡོངས་ སུ་ དག་ པ་ སྟེ །_ 126
བ་ ཡོངས་ སུ་ གཟུང་ བ་ དང་ །_ 42
བ་ ཡོངས་ སུ་ ཟད་ པ །_ ཡང་ 43
བ་ ནས །_ བསླབ་ པ་ བཅའ་ བའི་ 162
བ་ ནས །_ དེ་ ནི་ ཙན་ དན་ 67
བ་ ནས །_ དེ་ ཡང་ འོངས་ ཏེ་ 51
བ་ ནས །_ དེ་ བཞིན་ དུ་ སྦྱར་ 148
བ་ ནས །_ བཅོམ་ ལྡན་ འདས་ ཀྱིས་ 42
བ་ རྟག་ པར་ ཡང་ དག་ པར་ རྗེས་ 51
བ་ བྱེ་ བ་ ཁྲག་ ཁྲིག་ བརྒྱ་ སྟོང་ 44
བ་ འཛིན་ པ་ དང་ །_ མ་ མོ་ 48
བ་ སྟེ །_ གང་ དང་ ཡང་ བྲལ་ 413
བ་ སྟེ །_ གང་ མ་ བྱུང་ བ་ 145
བ་ སྟེ །_ དེ་ བྱང་ ཆུབ་ སེམས་ 115
བ་ སྟེ །_ དེ་ ཅིའི་ ཕྱིར་ ཞེ་ 436
བ་ མཐོང་ ངོ་ །_། དེ་ ནས་ ཡང་ 136
བ་ མཐོང་ ངོ་ །_། མཐོང་ ནས་ ཀྱང་ 84
བ་ མཐོང་ ངོ་ །_། དེར་ སེམས་ ཅན་ 72
བ་ མ་ ཡིན་ པའི་ ཕྱིར་ རོ །_། 46
བ་ མ་ ཡིན་ པ །_ ཚུལ་ དང་ 110
བ་ མ་ ཡིན་ ནོ །_། དེ་ བཞིན་ 50
བ་ མ་ ཡིན་ ནོ །_། དེ་ ཅིའི་ 106
བ་ མ་ ཡིན་ ཞེས་ བྱ་ བ་ ནི་ 55
བ་ མ་ ཡིན་ ཞེས་ བྱ་ བར་ མྱི་ 52
བ་ མ་ ཡིན་ ནོ་ ཞེས་ རྣམ་ པར་ 95
བ་ མ་ ལགས་ སོ །_། བཅོམ་ ལྡན་ 67
བ་ མ་ ལགས་ ཐ་ དད་ པ་ མ་ 256
བ་ མ་ མཆིས་ པའི་ སླད་ དུ །_ 284
བ་ མ་ མཆིས་ པའི་ སླད་ དུ་ སྟོན་ 112
བ་ མ་ མཆིས་ པ་ ལ་ བྱང་ ཆུབ་ 48
བ་ མ་ མཆིས་ པ་ གང་ ལགས་ པ་ 153
བ་ མང་ པོས་ རྣམ་ པར་ མྱི་ འཕེལ་ 47
བ་ ཤེས་ པ་ འདི་ ལྟར་ རབ་ ཏུ་ 57
བ་ ཤེས་ པ་ ཡང་ དག་ པ་ ཇི་ 87
བ་ ཤེས་ པ་ ཡང་ དག་ པར་ འགྲུབ་ 101
བ་ ཤེས་ པ་ དེ་ ལ་ ཡང་ ཞུ་ 60
བ་ ཤེས་ པ་ ཇི་ སྙེད་ པ་ ཉིད་ 60
བ་ ཤེས་ པ་ འགོག་ པར་ འགྱུར་ བའི་ 43
བ་ ཤེས་ རབ་ ཀྱི་ ཕ་ རོལ་ ཏུ་ 85
བ་ ཐོབ་ པར་ གྱུར་ ནས་ དེས་ འདུ་ 46
བ་ ཟད་ དོ །_། ཚངས་ པར་ སྤྱོད་ 43
བ་ བྱས་ པ །_ བྱེད་ པ་ བྱས་ 61
བ་ བྱས་ ཏེ །_ བཅོམ་ ལྡན་ འདས་ 94
བ་ བྱས་ ནས །_ བཅོམ་ ལྡན་ འདས་ 86
བ་ བྱས་ ཤིང་ མུན་ པ་ བསལ་ ཏེ 45
བ་ བྱས་ ཤིང་ བསགས་ པ་ རྣམས་ ནི་ 60
བ་ བྱས་ ཤིང་ བསགས་ པ་ དག་ ནི་ 47
བ་ བྱས་ ནས་ ཀྱང་ །_། དང་ པོར་ 196
བ་ བྱས་ ནས་ བཅོམ་ ལྡན་ འདས་ ཀྱི་ 44
བ་ བྱས་ ནས་ ཕྱོགས་ གཅིག་ ཏུ་ འཁོད་ 46
བ་ བྱས་ ཏེ་ ལས་ བྱའོ །_། དགེ་ 60
བ་ བྱས་ ཏེ་ གསོ་ སྦྱོང་ བྱེད་ ཅིང་ 250
བ་ བྱས་ ཏེ་ གསོ་ སྦྱོང་ བྱ་ ཞིང་ 359
བ་ ཇི་ ལྟ་ བ་ དེ་ ལྟ་ བུ་ 92
བ་ ཇི་ ལྟར་ འདུག་ པ་ མཐོང་ ངོ་ 91
བ་ ཇི་ སྙེད་ པ་ ཉིད་ ནི་ མིང་ 45
བ་ ཡོད་ དེ །_ དེ་ ལ་ འཇིག་ 81
བ་ ཡོད་ དེ །_ དེ་ ན་ དེ་ 791
བ་ གཞན་ གྱིས་ གོ་ མི་ འབྱེད་ པ་ 43
བ་ ལྟ་ ཡང་ ག་ ལ་ མཆིས །_། 98
བ་ ལྟ་ ཡང་ ག་ ལ་ མཆིས །_ 119
བ་ ལྟ་ བུ་ ཀུན་ ནས་ བཟང་ བ་ 44
བ་ ལྟ་ ཅི་ སྨོས་ ཏེ །_ དེ་ 52
བ་ ལྟ་ ཅི་ སྨོས་ ཏེ་ དེ་ ནི་ 41
བ་ ལྟ་ ག་ ལ་ ཡོད །_ རབ་ 158
བ་ ལྟ་ ག་ ལ་ མཆིས །_། བཅོམ་ 71
བ་ ལྟ་ མཆིས་ ལགས་ སམ །_ ཉེ་ 55
བ་ ལྟ་ སྨོས་ ཀྱང་ ཅི་ དགོས །_ 49
བ་ ཉུང་ ངམ །_ བསྐྱོད་ པ་ ཡང་ 63
བ་ གྱིས་ ཤིག _། ལོ་ བརྒྱ་ འཚོ་ 42
བ་ དྲིས་ ཤིག _། དེ་ ནས་ ཚོང་ 40
བ་ ནས་ བསླབ་ པ་ བཅའ་ བའི་ བར་ 55
བ་ བརྗོད་ པ་ དང་ །_ ཤེས་ རབ་ 41
བ་ ལས་ སྒྲོལ་ ཞིང་ །_ གཞན་ ཡང་ 43
བ་ ལས་ གྱུར་ པའི་ དགེ་ འདུན་ ལྷག་ 101
བ་ ལས་ བྱུང་ བའི་ ངོ་ བོ་ ཉིད་ 129
བ་ ལས་ ཡང་ དག་ པར་ འདས་ པ་ 42
བ་ ལས་ ལག་ ནས་ དྲང་ བར་ བྱ 41
བ་ སེམས་ ཅན་ དམྱལ་ བ་ རྣམས་ སུ་ 41
བ་ བཞི་ དང་ །_ རྫུ་ འཕྲུལ་ གྱི་ 176
བ་ ཏེ་ ཨ་ པ་ རི་ མི་ ཏ་ 59
བ་ མཛད་ དོ་ ཞེས་ བྱ་ བ་ ལ་ 117
བ་ གསོལ་ ཏེ །_ དགེ་ འདུན་ གྱིས་ 41
བ་ ལྟུང་ བ་ བར་ མ་ དང་ འདྲ་ 54
བ་ ལྟུང་ བ་ བར་ མ་ ལྟུང་ བ་ 70
བ་ ཕྱེད་ ཕྱེད་ ཅིང་ སོ་ སོར་ ཐར་ 61
བ་ ཁྱོད་ ཀྱིས་ མ་ གསན་ ཏམ །_ 42
བ་ ཁྱོད་ འདུག་ ཅིག _། ཚུལ་ ཁྲིམས་ 89
བ་ ཞིག་ ན །_ རབ་ འབྱོར་ གང་ 62
བ་ རྟོག་ པའི་ ཡོ་ བྱད་ ཅན་ དེ་ 40
བ་ བླ་ ན་ མེད་ པ་ ཡང་ དག་ 98
བ་ བླ་ ན་ མེད་ པ །_ ལྷ་ 156
བ་ བསྙེན་ བཀུར་ ཏོ །_། དེའི་ འོག་ 161
བ་ རྗེས་ སུ་ དྲན་ པ་ དང་ །_ 69
བ་ འབྱིན་ པ་ མཐོང་ ཞིང་ དེ་ དེ་ 59
བ་ འབྱིན་ པ་ མཐོང་ ངོ་ ཞེས་ ཟེར་ 54
བ་ ཕྱུང་ བ་ ལས་ གྱུར་ པའི་ དགེ་ 101
བ་ ཅན་ དུ་ སྐྱེ་ བར་ འགྱུར་ རོ 66
བ་ ཅན་ གྱི་ འཇིག་ རྟེན་ གྱི་ ཁམས་ 79
བ་ ལོ་ ཀི་ ཏེ་ ཤྭ་ རཱ་ ཡ 602
བ་ དེའི་ ཚེ །_ བྱང་ ཆུབ་ སེམས་ 225
བ་ སྤྱད་ ལགས །_ ལྟུང་ བ་ བར་ 45
བ་ དེར་ སོང་ ནས་ ཕྱིན་ པ་ དང་ 65
བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ པ་ དང་ 196
བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ ནས །_ 554
བ་ དེར་ སོང་ སྟེ་ ཕྱིན་ ནས་ བཅོམ་ 215
བ་ དེར་ དོང་ ངོ་ །_། དེ་ ནས་ 40
བ་ དེར་ དོང་ སྟེ་ ལྷགས་ ནས །_ 145
བ་ དེར་ དོང་ སྟེ་ ལྷགས་ ནས་ བཅོམ་ 46
བ་ དེར་ དོང་ སྟེ་ ཕྱིན་ པ་ དང་ 42
བ་ དེར་ དོང་ སྟེ་ ཕྱིན་ ནས །_ 85
བ་ དེར་ འདོང་ བར་ བྱེད་ དོ །_། 85
བ་ བཅུའི་ ལས་ ཀྱི་ ལམ་ དང་ ལྡན་ 50
བ་ བཅུའི་ ལས་ ཀྱི་ ལམ་ ལ་ བཀོད་ 50
བ་ བཅུའི་ ལས་ ཀྱི་ ལམ་ ཡང་ དག་ 68
བ་ འདུས་ པ་ རྣལ་ འབྱོར་ ཆེན་ པོ་ 53
བ་ འམ །_ སྡུག་ བསྔལ་ བ་ འམ 131
བ་ འམ །_ སྡུག་ བསྔལ་ ཞེས་ བྱ་ 129
བ་ འམ །_ དབྱེ་ བར་ བྱ་ བའི་ 41
བ་ འམ །_ མི་ བརྩོན་ ཞེས་ བྱ་ 82
བ་ འམ །_ བདག་ ཡོད་ པ་ འམ 94
བ་ འམ །_ བདག་ གམ་ བདག་ མྱེད་ 67
བ་ འམ །_ བདག་ མྱེད་ ཅེས་ བྱ་ 119
བ་ འམ །_ མ་ ཞི་ བར་ ཡང་ 107
བ་ འམ །_ མ་ ཞི་ ཞེས་ བྱ་ 63
བ་ འམ །_ སྐྱེ་ བ་ འམ །_ 101
བ་ འམ །_ མངོན་ པར་ ཆགས་ པར་ 215
བ་ འམ །_ འགག་ པར་ འགྱུར་ རམ 106
བ་ འམ །_ བྱོལ་ སོང་ གི་ སྐྱེ་ 86
བ་ འམ །_ མྱི་ སྡུག་ ཅེས་ བྱ་ 67
བ་ འམ །_ མྱི་ རྟག་ ཅེས་ བྱ་ 146
བ་ འམ །_ མྱི་ སྟོང་ ཞེས་ བྱ་ 81
བ་ ལགས་ སོ །_། བཅོམ་ ལྡན་ འདས་ 146
བ་ མཆིས་ སམ །_ བཅོམ་ ལྡན་ འདས་ 74
བ་ མཆིས་ སམ །_ ཨུ་ པཱ་ ལི་ 183
བ་ དཔག་ ཏུ་ མེད་ པ་ ནས །_ 46
བ་ བཏང་ ངོ་ །_། དེའི་ ཡང་ འདབ་ 332
བ་ བདེན་ ནོ་ སྙམ་ ནས་ བཀའ་ སྩལ་ 40
བ་ ཕྲན་ ཚེགས་ ཀྱི་ གཞི །_ བམ་ 58
བ་ འམ་ སྡུག་ བསྔལ་ བ་ འམ །_ 54
བ་ འམ་ སྡུག་ བསྔལ་ བར་ མངོན་ པར་ 104
བ་ འམ་ སྡུག་ བསྔལ་ ཞེས་ བྱ་ བར་ 130
བ་ འམ་ མེད་ ཅེས་ བྱ་ བར་ མི་ 85
བ་ འམ་ མི་ བརྟན་ ཞེས་ བྱ་ བར་ 77
བ་ འམ་ མི་ སྟོང་ ཞེས་ བྱ་ བར་ 88
བ་ འམ་ བདག་ མྱེད་ ཅེས་ བྱ་ བར་ 135
བ་ འམ་ མ་ ཞི་ བར་ མངོན་ པར་ 76
བ་ འམ་ མ་ ཞི་ ཞེས་ བྱ་ བར་ 101
བ་ འམ་ གྲོལ་ ཞེས་ བྱ་ བར་ ཆོས་ 100
བ་ འམ་ འབྱེད་ པ་ ལྟ་ ག་ ལ་ 98
བ་ འམ་ མཚན་ མ་ མེད་ ཅེས་ བྱ་ 90
བ་ འམ་ སྨོན་ པ་ མེད་ ཅེས་ བྱ་ 98
བ་ འམ་ འགག་ ཅེས་ བྱ་ བར་ མི་ 78
བ་ འམ་ མྱི་ སྡུག་ ཅེས་ བྱ་ བར་ 135
བ་ འམ་ མྱི་ རྟག་ ཅེས་ བྱ་ བ་ 63
བ་ འམ་ མྱི་ རྟག་ ཅེས་ བྱ་ བར་ 132
བ་ སྔ་ མ་ དང་ འདྲ་ བ་ བྱུང་ 90
བ་ སྔ་ མ་ དེ་ ཉིད་ ཀྱིས་ ཉེས་ 54
བ་ གཏན་ མི་ དམིགས་ ལགས་ ན ། 52
བ་ བསྒྱུར་ ཏེ་ འདི་ སྐད་ ཅེས་ བདག་ 67
བ་ དངོས་ པོ་ མྱེད་ པའི་ རང་ བཞིན་ 98
བ་ ད་ ལྟར་ བཞུགས་ ཏེ་ འཚོ་ ཞིང་ 91
བ་ བརྒྱད་ དམ་ དགུ་ ལོན་ པ་ དང་ 40
བ་ མཉམ་ པར་ མིར་ སྐྱེས་ ན །_ 75
བ་ མཉམ་ པར་ མིའི་ ནང་ དུ་ སྐྱེས་ 64
བ་ མེད །_ གར་ ཡང་ གནས་ པར་ 147
བ་ མེད །_ གང་ དུ་ ཡང་ འགྲོ་ 208
བ་ མེད །_ གང་ ན་ ཡང་ གནས་ 59
བ་ ཞུས་ པ་ ན །_ བསྐལ་ པར་ 268
བ་ བན་ དེ་ ཡེ་ ཤེས་ སྡེ་ ལ་ 45
བ་ བན་ དེ་ ཡེ་ ཤེས་ སྡེས་ བསྒྱུར་ 73
བ་ བི་ ཤུདྡྷེ་ མ་ ཧཱ་ ན་ ཡ་ 90
བ་ སྟོང་ པ་ ཉིད་ ཀྱི་ ཕྱིར །_ 54
བ་ ཁྲག་ ཁྲིག་ བརྒྱ་ ཕྲག་ སྟོང་ གི་ 64
བ་ ཁྲག་ ཁྲིག་ བརྒྱ་ སྟོང་ དུ་ མ་ 112
བ་ ཁྲག་ ཁྲིག་ བརྒྱ་ སྟོང་ མང་ པོ་ 97
བ་ ཁྲག་ ཁྲིག་ བརྒྱ་ སྟོང་ གྲངས་ མེད་ 66
